Обозначение	Тип	Наименование	Ревизия	Описание
TST-5724-2220-001-D510	sdb_PsAssyItem	Кронштейн навески 2 элерона. ПСК	003	Кронштейн навески 2 элерона. ПСК
TST-5724-2220-002-D510	sdb_PsAssyItem	Кронштейн навески 2 элерона. ПСК	003	Кронштейн навески 2 элерона. ПСК
TST-5724-2220-006-0011	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2220-006-0021	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2220-007-0011	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2220-007-0021	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2220-008-0011	sdb_DetailItem	Прокладка	002	Прокладка
TST-5724-2220-008-0021	sdb_DetailItem	Прокладка	002	Прокладка
TST-5724-2220-009-0011	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2220-009-0021	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2220-010-0011	sdb_DetailItem	Прокладка	002	Прокладка
TST-5724-2220-010-0021	sdb_DetailItem	Прокладка	002	Прокладка
TST-5724-2220-011-0011	sdb_DetailItem	Прокладка	003	Прокладка
TST-5724-2220-011-0021	sdb_DetailItem	Прокладка	003	Прокладка
TST-5724-2221-001-0011	sdb_DetailItem	Серьга	005	Серьга
TST-5724-2230-001-0011	sdb_DetailItem	Кронштейн навески 3 элерона	005	Кронштейн навески 3 элерона
TST-5724-2230-001-0021	sdb_DetailItem	Кронштейн навески 3 элерона	005	Кронштейн навески 3 элерона
TST-5724-2230-001-D510	sdb_PsAssyItem	Кронштейн навески 3 элерона. ПСК	003	Кронштейн навески 3 элерона. ПСК
TST-5724-2230-002-D510	sdb_PsAssyItem	Кронштейн навески 3 элерона. ПСК	003	Кронштейн навески 3 элерона. ПСК
TST-5724-2230-005-0011	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2230-005-0021	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2230-006-0011	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2230-006-0021	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2230-007-0011	sdb_DetailItem	Прокладка	002	Прокладка
TST-5724-2230-007-0021	sdb_DetailItem	Прокладка	002	Прокладка
TST-5724-2230-008-0011	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2230-008-0021	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2230-010-0011	sdb_DetailItem	Прокладка	002	Прокладка
TST-5724-2230-010-0021	sdb_DetailItem	Прокладка	002	Прокладка
TST-5724-2230-011-0011	sdb_DetailItem	Прокладка	003	Прокладка
TST-5724-2230-011-0021	sdb_DetailItem	Прокладка	003	Прокладка
TST-5724-2231-001-0011	sdb_DetailItem	Серьга	005	Серьга
TST-5724-2240-001-0011	sdb_DetailItem	Кронштейн навески 4 элерона	005	Кронштейн навески 4 элерона
TST-5724-2240-001-0021	sdb_DetailItem	Кронштейн навески 4 элерона	005	Кронштейн навески 4 элерона
TST-5724-2240-001-D510	sdb_PsAssyItem	Кронштейн навески 4 элерона. ПСК	003	Кронштейн навески 4 элерона. ПСК
TST-5724-2240-002-D510	sdb_PsAssyItem	Кронштейн навески 4 элерона. ПСК	003	Кронштейн навески 4 элерона. ПСК
TST-5724-2240-004-0011	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2240-004-0021	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2240-005-0011	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2240-005-0021	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2240-006-0011	sdb_DetailItem	Прокладка	002	Прокладка
TST-5724-2240-006-0021	sdb_DetailItem	Прокладка	002	Прокладка
TST-5724-2240-007-0011	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2240-007-0021	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2240-009-0011	sdb_DetailItem	Прокладка	002	Прокладка
TST-5724-2240-009-0021	sdb_DetailItem	Прокладка	002	Прокладка
TST-5724-2240-010-0011	sdb_DetailItem	Прокладка	002	Прокладка
TST-5724-2240-010-0021	sdb_DetailItem	Прокладка	002	Прокладка
TST-5724-2241-001-0011	sdb_DetailItem	Серьга	005	Серьга
TST-5724-2250-001-0011	sdb_DetailItem	Кронштейн навески 5 элерона	005	Кронштейн навески 5 элерона
TST-5724-2250-001-0021	sdb_DetailItem	Кронштейн навески 5 элерона	005	Кронштейн навески 5 элерона
TST-5724-2250-001-D510	sdb_PsAssyItem	Кронштейн навески 5 элерона. ПСК	003	Кронштейн навески 5 элерона. ПСК
TST-5724-2250-002-D510	sdb_PsAssyItem	Кронштейн навески 5 элерона. ПСК	003	Кронштейн навески 5 элерона. ПСК
TST-5724-2250-004-0011	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2250-004-0021	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2250-005-0011	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2250-005-0021	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2250-006-0011	sdb_DetailItem	Прокладка	002	Прокладка
TST-5724-2250-006-0021	sdb_DetailItem	Прокладка	002	Прокладка
TST-5724-2250-007-0011	sdb_DetailItem	Прокладка	002	Прокладка
TST-5724-2250-007-0021	sdb_DetailItem	Прокладка	002	Прокладка
TST-5724-2250-009-0011	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2250-009-0021	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2250-010-0011	sdb_DetailItem	Прокладка	002	Прокладка
TST-5724-2250-010-0021	sdb_DetailItem	Прокладка	002	Прокладка
TST-5724-2251-001-0011	sdb_DetailItem	Серьга	005	Серьга
TST-5724-2260-001-0011	sdb_DetailItem	Кронштейн навески 6 элерона	005	Кронштейн навески 6 элерона
TST-5724-2260-001-0021	sdb_DetailItem	Кронштейн навески 6 элерона	005	Кронштейн навески 6 элерона
TST-5724-2260-001-D510	sdb_PsAssyItem	Кронштейн навески 6 элерона. ПСК	003	Кронштейн навески 6 элерона. ПСК
TST-5724-2260-002-D510	sdb_PsAssyItem	Кронштейн навески 6 элерона. ПСК	003	Кронштейн навески 6 элерона. ПСК
TST-5724-2260-004-0011	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2260-004-0021	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2260-005-0011	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2260-005-0021	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2260-006-0011	sdb_DetailItem	Прокладка	003	Прокладка
TST-5724-2260-006-0021	sdb_DetailItem	Прокладка	003	Прокладка
TST-5724-2260-007-0011	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2260-007-0021	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2260-009-0011	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2260-009-0021	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2260-010-0011	sdb_DetailItem	Прокладка	003	Прокладка
TST-5724-2260-010-0021	sdb_DetailItem	Прокладка	003	Прокладка
TST-5724-2261-001-0011	sdb_DetailItem	Серьга	005	Серьга
TST-5724-2300-001-0011	sdb_DetailItem	Уголок	003	Уголок
TST-5724-2300-001-0021	sdb_DetailItem	Уголок	003	Уголок
TST-5724-2300-001-D510	sdb_PsAssyItem	Отсек буферный ХЧК 4. ПСК	004	Отсек буферный ХЧК 4. ПСК
TST-5724-2300-002-0011	sdb_DetailItem	Сухарь	003	Сухарь
TST-5724-2300-002-0021	sdb_DetailItem	Сухарь	003	Сухарь
TST-5724-2300-002-D510	sdb_PsAssyItem	Отсек буферный ХЧК 4. ПСК	003	Отсек буферный ХЧК 4. ПСК
TST-5724-2300-003-0011	sdb_DetailItem	Стрингер	004	Стрингер
TST-5724-2300-003-0021	sdb_DetailItem	Стрингер	004	Стрингер
TST-5724-2300-004-0011	sdb_DetailItem	Уголок	003	Уголок
TST-5724-2300-004-0021	sdb_DetailItem	Уголок	003	Уголок
TST-5724-2300-006-0011	sdb_DetailItem	Сухарь	002	Сухарь
TST-5724-2300-006-0021	sdb_DetailItem	Сухарь	002	Сухарь
TST-5724-2300-007-0011	sdb_DetailItem	Сухарь	003	Сухарь
TST-5724-2300-007-0021	sdb_DetailItem	Сухарь	003	Сухарь
TST-5724-2300-008-0011	sdb_DetailItem	Сухарь	002	Сухарь
TST-5724-2300-008-0021	sdb_DetailItem	Сухарь	002	Сухарь
TST-5724-2300-009-0011	sdb_DetailItem	Сухарь	002	Сухарь
TST-5724-2300-009-0021	sdb_DetailItem	Сухарь	002	Сухарь
TST-5724-2300-010-0011	sdb_DetailItem	Прокладка	002	Прокладка
TST-5724-2300-010-0021	sdb_DetailItem	Прокладка	002	Прокладка
TST-5724-2300-011-0011	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2300-011-0021	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2300-012-0011	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2300-012-0021	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2300-013-0011	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2300-013-0021	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2300-014-0011	sdb_DetailItem	Прокладка	002	Прокладка
TST-5724-2300-014-0021	sdb_DetailItem	Прокладка	002	Прокладка
TST-5724-2300-015-0011	sdb_DetailItem	Прокладка	002	Прокладка
TST-5724-2300-015-0021	sdb_DetailItem	Прокладка	002	Прокладка
TST-5724-2300-016-0011	sdb_DetailItem	Прокладка	002	Прокладка
TST-5724-2300-016-0021	sdb_DetailItem	Прокладка	002	Прокладка
TST-5724-2300-017-0011	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2300-017-0021	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2300-018-0011	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2300-018-0021	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2300-019-0011	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2300-019-0021	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2300-020-0011	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2300-020-0021	sdb_DetailItem	Прокладка	001	Прокладка
TST-5724-2301-001-0011	sdb_DetailItem	Обшивка наружняя	002	Обшивка наружняя
TST-5724-2301-001-0021	sdb_DetailItem	Обшивка наружняя	002	Обшивка наружняя
TST-5724-2301-002-0011	sdb_DetailItem	Сетка молниезащиты	001	Сетка молниезащиты
TST-5724-2301-002-0021	sdb_DetailItem	Сетка молниезащиты	001	Сетка молниезащиты
TST-5724-2301-003-0011	sdb_DetailItem	Обшивка внутренняя	002	Обшивка внутренняя
TST-5724-2301-003-0021	sdb_DetailItem	Обшивка внутренняя	002	Обшивка внутренняя
TST-5724-2301-004-0011	sdb_DetailItem	Стеклоткань	001	Стеклоткань
TST-5724-2301-004-0021	sdb_DetailItem	Стеклоткань	001	Стеклоткань
TST-5724-2301-005-0011	sdb_DetailItem	Сотовый заполнитель	004	Сотовый заполнитель
TST-5724-2301-005-0021	sdb_DetailItem	Сотовый заполнитель	004	Сотовый заполнитель
TST-5724-2301-007-0011	sdb_DetailItem	Сотовый заполнитель	004	Сотовый заполнитель
TST-5724-2301-007-0021	sdb_DetailItem	Сотовый заполнитель	004	Сотовый заполнитель
TST-5724-2302-001-0011	sdb_DetailItem	Обшивка наружняя	003	Обшивка наружняя
TST-5724-2302-001-0021	sdb_DetailItem	Обшивка наружняя	003	Обшивка наружняя
TST-5724-2302-002-0011	sdb_DetailItem	Сетка молниезащиты	002	Сетка молниезащиты
TST-5724-2302-002-0021	sdb_DetailItem	Сетка молниезащиты	002	Сетка молниезащиты
TST-5724-2302-003-0011	sdb_DetailItem	Обшивка внутренняя	004	Обшивка внутренняя
TST-5724-2302-003-0021	sdb_DetailItem	Обшивка внутренняя	004	Обшивка внутренняя
TST-5724-2302-004-0011	sdb_DetailItem	Стеклоткань	003	Стеклоткань
TST-5724-2302-004-0021	sdb_DetailItem	Стеклоткань	003	Стеклоткань
TST-5724-2302-005-0011	sdb_DetailItem	Сотовый заполнитель	003	Сотовый заполнитель
TST-5724-2302-005-0021	sdb_DetailItem	Сотовый заполнитель	003	Сотовый заполнитель
TST-5724-2302-007-0011	sdb_DetailItem	Сотовый заполнитель	003	Сотовый заполнитель
TST-5724-2302-007-0021	sdb_DetailItem	Сотовый заполнитель	003	Сотовый заполнитель
TST-5724-2303-001-0011	sdb_DetailItem	Лента 1 верхняя	004	Лента 1 верхняя
TST-5724-2303-001-0021	sdb_DetailItem	Лента 1 верхняя	004	Лента 1 верхняя
TST-5724-2303-001-D510	sdb_PsAssyItem	Лента верхняя. ПСК	003	Лента верхняя. ПСК
TST-5724-2303-002-0011	sdb_DetailItem	Лента 2 верхняя	004	Лента 2 верхняя
TST-5724-2303-002-0021	sdb_DetailItem	Лента 2 верхняя	004	Лента 2 верхняя
TST-5724-2303-002-D510	sdb_PsAssyItem	Лента верхняя. ПСК	003	Лента верхняя. ПСК
TST-5724-2303-003-0011	sdb_DetailItem	Лента 3 верхняя	004	Лента 3 верхняя
TST-5724-2303-003-0021	sdb_DetailItem	Лента 3 верхняя	004	Лента 3 верхняя
TST-5724-2303-004-0011	sdb_DetailItem	Лента 4 верхняя	004	Лента 4 верхняя
TST-5724-2303-004-0021	sdb_DetailItem	Лента 4 верхняя	004	Лента 4 верхняя
TST-5724-2303-005-0011	sdb_DetailItem	Лента 5 верхняя	004	Лента 5 верхняя
TST-5724-2303-005-0021	sdb_DetailItem	Лента 5 верхняя	004	Лента 5 верхняя
TST-5724-2304-001-0011	sdb_DetailItem	Лента 1 нижняя	004	Лента 1 нижняя
TST-5724-2304-001-0021	sdb_DetailItem	Лента 1 нижняя	004	Лента 1 нижняя
TST-5724-2304-001-D510	sdb_PsAssyItem	Лента нижняя. ПСК	002	Лента нижняя. ПСК
TST-5724-2304-002-0011	sdb_DetailItem	Лента 2 нижняя	004	Лента 2 нижняя
TST-5724-2304-002-0021	sdb_DetailItem	Лента 2 нижняя	004	Лента 2 нижняя
TST-5724-2304-002-D510	sdb_PsAssyItem	Лента нижняя. ПСК	002	Лента нижняя. ПСК
TST-5724-2304-003-0011	sdb_DetailItem	Лента 3 нижняя	004	Лента 3 нижняя
TST-5724-2304-003-0021	sdb_DetailItem	Лента 3 нижняя	004	Лента 3 нижняя
